[Source Language],[Source Text],[Target Language],[Target Text],[Context Categorization Hashtags]
"English","kerchief","Finnish","huivi","#noun #medieval"
"English","kettle hats","Finnish","kattilahatut (leveäreunaiset kypärät)","#noun #medieval"
"English","kiireinen","Finnish","dipper kauha","#adjective #medieval"
"English","kiln","Finnish","polttouuni","#noun #medieval"
"English","kilter","Finnish","tasapaino (idiomi: out of kilter = pois tolaltaan)","#noun #medieval"
"English","kimeeri","Finnish","astride","#adverb #medieval"
"English","kirjava","Finnish","pebble","#noun #medieval"
"English","from the knout","Finnish","ruoskaniskusta","#expression #medieval"
"English","knout","Finnish","ruoska/piiska","#noun #medieval"
"English","kite","Finnish","kovaotteiset","#noun #medieval"
"English","kith and kin","Finnish","sukulaiset ja ystävät ","#noun #medieval"
"English","kitsch","Finnish","bonking","#noun #medieval"
"English","kivi","Finnish","gentle arc lempeä kaari","#noun #medieval"
"English","knave","Finnish","juonittelija","#noun #medieval"
"English","knave","Finnish","Iurjus","#noun #medieval"
"English","knave","Finnish","roisto/konna","#noun #medieval"
"English","knitbone","Finnish","luukalvo","#noun #medieval"
"English","knobbly joints","Finnish","kyhmyiset nivelet","#noun #anatomy"
"English","knothole","Finnish","solmukko/solmukon aukko/puun solmukohta","#noun #nature"
"English","kurgans (Earthen burial mound)","Finnish","maahaudattu kumpu/maavainajaiskumpu/hautakumpu","#noun #history #archaeology"
"English","lace cuff","Finnish","pitsihihansuu","#noun #medieval"
"English","lack of","Finnish","puute","#noun #medieval"
"English","lacquered","Finnish","lakattu","#adjective #medieval"
"English","ladle","Finnish","kauha","#noun #medieval"
"English","ladybug","Finnish","leppäkerttu","#noun #medieval"
"English","lambent","Finnish","leimuava","#adjective #medieval"
"English","lament","Finnish","valitus","#noun #medieval"
"English","lamented","Finnish","valitti/suri","#verb #medieval"
"English","lance","Finnish","keihäs","#noun #medieval"
"English","lances","Finnish","keihäät","#noun #medieval"
"English","lancet","Finnish","teräväkärkinen","#adjective #medieval"
"English","lancet arch","Finnish","teräväkaari-aukko","#noun #medieval"
"English","lancet window","Finnish","teräväkaari-ikkuna","#noun #medieval"
"English","landau","Finnish","landau (avoin vaunu)","#noun #medieval"
"English","languid","Finnish","heikko","#adjective #medieval"
"English","languishing","Finnish","kituuttaminen","#verb #medieval"
"English","languor","Finnish","väsymys","#noun #medieval"
"English","larches","Finnish","lehtikuuset","#noun #medieval"
"English","lard","Finnish","laardi/sika rasva","#noun #medieval"
"English","lariat","Finnish","lasso","#noun #medieval"
"English","larynx","Finnish","kurkunpää","#noun #medieval"
"English","lascivious","Finnish","himoitteleva","#adjective #medieval"
"English","lascivious","Finnish","irstaileva/himokas","#adjective #medieval"
"English","laterally into prime","Finnish","sivuttaisesti prime-asentoon (miekkailutermi)","#swordplay #sports #fencing"
"English","lattice","Finnish","ruudukko/verho/ritilä","#noun #medieval"
"English","lattice window","Finnish","ritiläikkuna","#noun #medieval"
"English","layabout","Finnish","laiskuri/velttoilija","#noun #medieval"
"English","leather bracer","Finnish","nahkainen rannesuoja","#noun #medieval"
"English","lecherous","Finnish","ahne","#adjective #medieval"
"English","ledge","Finnish","kieleke","#noun #medieval"
"English","ledge","Finnish","reunus","#noun #medieval"
"English","leprechaun","Finnish","menninkäinen","#noun #medieval"
"English","Let the whole world cower before thee","Finnish","Anna koko maailman kyyristyä sinun edessäsi","#phrase #emotion #power #proverb #medieval"
"English","leveling mortar","Finnish","tasoituslaasti","#noun #construction"
"English","levies taxes on","Finnish","perii veroja","#verb #government #economy"
"English","lewdly","Finnish","siveetön","#adverb #insult #sexual"
"English","lice","Finnish","täit","#noun #medieval"
"English","licentious","Finnish","raiskaileva","#adjective #medieval"
"English","lilt of","Finnish","sävelmä","#noun #medieval"
"English","lips begin to quiver","Finnish","huulet alkoivat väristä","#phrase #emotion #physical_reaction"
"English","lithe","Finnish","notkea","#adjective"
"English","lithely","Finnish","notkeasti","#adverb"
"English","liver divination","Finnish","maksasta ennustaminen","#noun #folklore #native_culture"
"English","livery","Finnish","livree","#noun #medieval"
"English","loaf","Finnish","leipälimppu","#noun #medieval"
"English","loam","Finnish","multamaa","#noun #medieval"
"English","lode","Finnish","malmijuoni","#noun #medieval"
"English","lodge","Finnish","majatalo","#noun #medieval"
"English","lodges","Finnish","majat/majatalot","#noun #medieval"
"English","loll","Finnish","roikkua","#verb #medieval"
"English","lolling","Finnish","roikottaa/roikkua","#verb #medieval"
"English","louse","Finnish","täi (monikko: lice)","#noun #medieval"
"English","lout","Finnish","törppö","#noun #medieval"
"English","loutish","Finnish","törkeä","#adjective #medieval"
"English","lugubrious","Finnish","surumielinen","#adjective #medieval"
"English","lugubrious","Finnish","synkkä/surumielinen","#adjective #medieval"
"English","lukewarm","Finnish","haalea/penseä","#adjective #medieval"
"English","lumbago","Finnish","noidannuoli (alaselkäkipu)","#noun #medieval"
"English","lungwort","Finnish","keuhkoruoho","#noun #medieval"
"English","lurid","Finnish","kirkas/karmaiseva","#adjective #medieval"
"English","lustreless","Finnish","kiilloton","#adjective #medieval"
"English","macabre","Finnish","makaaberi","#adjective #medieval"
"English","machicolations","Finnish","muurien/tornien aukot joista heitettiin esineitä tai kuumaa","#noun #medieval"
"English","madrigal","Finnish","madrigaali (moniääninen laulu)","#noun #medieval"
"English","maelstrom","Finnish","pyörremyrsky","#noun #medieval"
"English","magnanimity","Finnish","jalomielisyys","#noun #medieval"
"English","magnanimous","Finnish","jalomielinen","#adjective #medieval"
"English","magpie","Finnish","harakka","#noun #medieval"
"English","maidenhead","Finnish","neitsyys","#noun #medieval"
"English","mail","Finnish","haarniska/ketjupanssari","#noun #medieval"
"English","diehards","Finnish","periksiantamattomat/sinnikäs joukko/itsepäiset henkilöt","#noun #medieval"
"English","making the bay sit down on its haunches","Finnish","saaden ruunikon istumaan takajaloilleen","#phrase #horse #riding #medieval"
"English","malign","Finnish","pahantahtoinen","#adjective #medieval"
"English","manacle","Finnish","kahlita","#verb #action #restraint"
"English","mandate","Finnish","valtuutus","#noun #politics #authority"
"English","mandibles","Finnish","leuat/leukaperät","#noun #anatomy #insects"
"English","mangonel","Finnish","mangoneli (heitinkone)","#noun #medieval #siege_weapon"
"English","mangy","Finnish","rähjäinen","#adjective #insult"
"English","mangy","Finnish","rähjäinen","#adjective #insult"
"English","manhandle","Finnish","käsitellä raa'asti","#verb #physical #aggressive"
"English","manneguins","Finnish","mannekiinit","#noun #fashion #history"
"English","manor","Finnish","kartano","#noun #architecture #history"
"English","mantic","Finnish","ennustaja","#noun #fortune_telling"
"English","mantle","Finnish","viitta","#noun #clothing #medieval"
"English","manure","Finnish","lannoite","#noun #agriculture"
"English","maraud","Finnish","rosvoilla","#verb #action #crime"
"English","marauders","Finnish","ryöstelijät","#noun #crime #history"
"English","marsh","Finnish","räme","#noun #geography #nature"
"English","marshal","Finnish","marsalkka","#noun #military #rank"
"English","marshaled (American)","Finnish","koottu/järjestetty/ohjattu","#description #military #organization #verbnoun"
"English","marshalled (British)","Finnish","koottu/järjestetty/ohjattu","#description #military #organization #verbnoun"
"English","marsupial","Finnish","pussieläin","#noun #biology"
"English","martial","Finnish","sotilaallinen","#adjective #military"
"English","mash","Finnish","mäski","#noun #food #action"
"English","massif","Finnish","vuorijono/massiivi","#noun #geography #mountains"
"English","mastiff","Finnish","mastiffi (suuri koirarotu)","#noun #dog #history"
"English","maudlin","Finnish","liiallisesti tunteellinen","#adjective #emotional #pathetic"
"English","maundered","Finnish","jutusteli/jaaritteli","#verb #conversation #idle_talk"
"English","maundering","Finnish","jutustelu","#noun #conversation #idle_talk"
"English","May Day","Finnish","Vappupäivä","#noun #holiday #history"
"English","mayflies","Finnish","sääsket","#noun #insects #nature"
"English","mead","Finnish","mehu/sima/juoma","#noun #beverage #history"
"English","meadow","Finnish","niitty","#noun #geography #nature"
"English","meander","Finnish","mutkitella/mutkitteleva/kiertää","#verb #action #geography"
"English","meddle","Finnish","sekaantua","#verb #action #intervention"
"English","melancholy","Finnish","melankolia","#noun #emotion"
"English","mellifluous","Finnish","suloinen/sointuva","#adjective #sound_quality"
"English","memento","Finnish","muistoesine","#noun #memory #object"
"English","menhirs (Single standing stone)","Finnish","suuri pystykivi (One big standing stone)","#noun #history #archaeology #fantasy_literature"
"English","menial","Finnish","alhainen/ala-arvoinen","#adjective #lowly #servile"
"English","mercurial","Finnish","muuttelunhaluinen","#adjective #changeable #unpredictable"
"English","merest trace","Finnish","vähäinenkään jälki","#noun #trace #small_sign"
"English","merry-making","Finnish","juhlinta","#noun #celebration #joy"
"English","Methinks","Finnish","mikäköön","#verb #thought_process"
"English","meticulous","Finnish","pikkutarkka","#adjective #careful #precise"
"English","meting out","Finnish","jakaminen","#verb #distribution #giving_out"
"English","midden","Finnish","keskiö","#noun #middle_area"
"English","midge","Finnish","pistiäinen","#noun #insects #nature"
"English","milksop","Finnish","nyhverö/vellihousu","#noun #person #character"
"English","mill","Finnish","mylly","#noun #industry #history"
"English","millstone","Finnish","myllynkivi","#noun #tool #history"
"English","minnows","Finnish","pikkukalat","#noun #fish #nature"
"English","mire","Finnish","muta","#noun #geography #nature"
"English","misanthropic","Finnish","ihmisvihaaja","#adjective #personality"
"English","miscreant","Finnish","rikollinen","#noun #crime"
"English","moat","Finnish","vallihauta","#noun #geography #history"
"English","moline","Finnish","moliini (heraldinen risti)","#noun #symbolism #history"
"English","mollified","Finnish","lievitetty/tyynnytetty","#adjective #calm #peaceful"
"English","mollify","Finnish","lievittää/tyynyttää","#verb #calm_down #soothe"
"English","monastic","Finnish","luostari-","#adjective #religious #secluded"
"English","mongrel","Finnish","sekarotuinen koira/piski","#noun #dog #mixed_breed"
"English","moor","Finnish","nummi/suo (kontekstista riippuen - avoin, karu maasto)","#noun #geography #nature"
"English","moorland","Finnish","moorit (avoin, karu maasto)","#noun #geography #nature"
"English","moot","Finnish","keskustella","#verb #discussion"
"English","morass","Finnish","suomaa","#noun #geography #nature"
"English","morion","Finnish","morioni (kypärä, jossa on kapea reunus)","#noun #headwear #history"
"English","morose","Finnish","mielialaton","#adjective #mood #sad"
"English","mote","Finnish","hiukkanen","#noun #small #particle"
"English","motley","Finnish","kirjava","#adjective #diverse #varied"
"English","mournful","Finnish","surullinen","#adjective #sad #melancholy"
"English","mousy hair","Finnish","hiirenharmaat hiukset","#noun #hair_color #description"
"English","mown","Finnish","niitetty","#adjective #past_tense #grassland"
"English","muck","Finnish","lanta/lima/muta/lika","#noun #dirt #waste"
"English","mucker","Finnish","kaveri","#noun #friendship #companion"
"English","muddled","Finnish","sekava","#adjective #confused #unclear"
"English","mullion","Finnish","pystysuora palkki ikkunassa","#noun #architecture #building"
"English","mullioned window","Finnish","pystysuorin palkein jaettu ikkuna","#building #architecture"
"English","muster","Finnish","koota","#verb #gather #assemble"
"English","mutt","Finnish","piskikoira/sekarotuinen koira","#noun #dog #mixed_breed"
"English","mutton","Finnish","lampaanliha","#noun #meat #animal_product"
"English","muzzle","Finnish","kuono (suukapula = laite)","#noun #animal_body_part #equipment"
"English","my lack","Finnish","minun puutteeni","#phrase #personal_reflection"
"English","my shortcomings","Finnish","minun puutteellisuuteni","#phrase #self_deprecating #humor"
"English","nab us","Finnish","napata meidät kiinni","#verb #capture #arrest"
"English","nabbed","Finnish","napattu","#adjective #past_tense #arrested"
"English","nadir","Finnish","nadir (alin kohta)","#noun #astronomy #lowest_point"
"English","nape","Finnish","niska","#noun #body_part #neck"
"English","naught","Finnish","nolla/ei mitään","#noun #zero #nothing"
"English","nave","Finnish","kirkon päälaiva","#noun #building #religion"
"English","necropolis","Finnish","nekropoli/hautausmaa","#noun #geography #history"
"English","nefarious","Finnish","pahantahtoinen","#adjective #evil #wicked"
"English","nettled","Finnish","ärsyyntynyt/harmistunut","#adjective #irritated #annoyed"
"English","nettlesome","Finnish","ärsyttävä","#adjective #irritating #annoying"
"English","nibbled","Finnish","nakertanut","#adjective #past_tense #eaten"
"English","niggardly","Finnish","kitsas","#adjective #stingy #miserly"
"English","nipped over","Finnish","käväisi nopeasti/piipahdettu","#verb #past_tense #quick_movement"
"English","nippers","Finnish","pienokaiset/kakarat","#noun #tools #small_objects"
"English","nock","Finnish","kolo","#noun #part_of_bow #wooden_structure"
"English","nocked","Finnish","nuoli asetettu jänteeseen","#verb #past_tense #bow_arrow"
"English","nonce","Finnish","tilapäinen","#adjective #temporary #transient"
"English","nook","Finnish","kolo","#noun #corner_space #small_room"
"English","noose","Finnish","hirttosilmukka","#noun #hanging_device #rope_tool"
"English","nosebags","Finnish","syöttöpussit (hevosille","#noun #horse_equipment #feeding_tools"
"English","nostrils","Finnish","sieraimet","#noun #body_part #animal"
"English","nous","Finnish","tietoisuus","#noun #awareness #consciousness"
"English","nugatory","Finnish","merkityksetön","#adjective #meaningless #pointless"
"English","nymph","Finnish","nymfi","#noun #mythology #nature"
"English","obeisance","Finnish","kunnioitus","#noun #respect #honor"
"English","obeisant","Finnish","kunnioittava","#adjective #respectful #humble"
"English","oblivion","Finnish","unohdus","#noun #forgetfulness #obliviousness"
"English","obsequious","Finnish","hovinainen","#adjective #servile #submissive"
"English","obstinate","Finnish","itsepintainen","#adjective #stubborn #unyielding"
"English","occlude","Finnish","sulkea","#verb #block #cover"
"English","odious","Finnish","inhottava","#adjective #repugnant #detestable"
"English","offal","Finnish","sisäelimet","#noun #meat #animal_parts"
"English","officiousness","Finnish","tungettelevuus","#noun #meddlesomeness #interference"
"English","okra","Finnish","bustled","#noun #vegetable #food"
"English","oksanheinä","Finnish","variegated","#adjective #variegated #multicolored"
"English","olfactory accent","Finnish","hajuaistin kohdistuminen","#phrase #senses #smell #description"
"English","oligarchy","Finnish","oligarkia/harvainvalta","#noun #politics #government"
"English","omen","Finnish","enne","#noun #fruit #tree"
"English","omniscient","Finnish","kaikkitietävä","#adjective #all-knowing #all-seeing"
"English","on the roan","Finnish","roanilla","#phrase #horse_color #description"
"English","onus","Finnish","taakka","#noun #responsibility #burden"
"English","oozing pus","Finnish","tihkuva mäti","#noun #medical #symptom"
"English","opine","Finnish","esittää mielipide","#verb #express_opinion"
"English","orchard","Finnish","omenatarha","#noun #garden #fruit_trees"
"English","ordeal","Finnish","koettelemus","#noun #trial #suffering"
"English","oriel","Finnish","oriel (ulkoneva erkkeri-ikkuna)","#noun #architecture #window"
"English","oriel window","Finnish","oriel-ikkuna (ulkoneva erkkeri-ikkuna)","#noun #architecture #window"
"English","orifices","Finnish","aukot/aukotukset/ruumiinaukot","#noun #body_parts #medical"
"English","orison","Finnish","rukous","#noun #prayer #religion"
"English","ossify","Finnish","luutua","#verb #bone_hardening"
"English","ostentation","Finnish","mahtailu","#noun #showiness #display"
"English","ostrich","Finnish","strutsi","#noun #animal #bird"
"English","our sacks of vittles and and small tackle","Finnish","meidän tavarat ja pienet välineet","#phrase #food #medieval"
"English","oust","Finnish","sulkea pois","#verb #remove #expel"
"English","outcrop","Finnish","kalliopaljastuma","#noun #geology #landform"
"English","overhang","Finnish","ylikallio","#noun #geology #landform"
"English","overridden","Finnish","ohitetty","#adjective #overridden #superseded"
"English","overweening","Finnish","ylimielinen","#adjective #arrogant #presumptuous"
"English","ovine","Finnish","lammastyyppinen/lammasmainen","#adjective #sheep-like"
"English","own accord","Finnish","omasta aloitteestaan","#phrase #initiative"
"English","oxen","Finnish","härät","#noun #animals #medieval"
"English","ozone","Finnish","otsoni","#noun #science #environment"
"English","pail","Finnish","ämpäri","#noun #household #medieval"
"English","paladin","Finnish","paladiini (urhea ritari)","#noun #fantasy_literature #medieval"
"English","palatine","Finnish","palatiini (korkea-arvoinen hovivirkamies)","#noun #history #medieval"
"English","palfrey","Finnish","ratsu/kevytrakenteinen ratsu","#noun #horse #medieval"
"English","palisade","Finnish","paaluaita/paaluvarustus/hakuli (puolustustarkoitukseen rakennettua terävää paaluaitaa)","#building #military_history"
"English","palliasse","Finnish","palliasse (karkeasta kankaasta valmistettu vaate)","#clothing #history"
"English","pallor","Finnish","kalpeus","#noun #medical #symptom"
"English","palpable","Finnish","kädensijainen","#adjective #tangible"
"English","pander","Finnish","myötäillä/edistää (jonkun haluja)","#verb #flatter #cater_to"
"English","pantheon","Finnish","jumalisto","#noun #religion #mythology"
"English","parapet","Finnish","parapetti","#noun #architecture #building"
"English","parched","Finnish","kuivunut/janoinen/rutikuiva","#adjective #dry #dehydrated"
"English","parley","Finnish","neuvottelu","#noun #conversation #medieval"
"English","parsnip","Finnish","palsternakka","#noun #vegetable #medieval"
"English","parson","Finnish","pappi","#noun #religion #medieval"
"English","partake","Finnish","ottaa osaa","#verb #take_part"
"English","partisan","Finnish","partisaani (pitkä keihäs, jossa on leveä terä)","#noun #military_history #medieval"
"English","pasture","Finnish","laidun","#noun #agriculture #medieval"
"English","pate","Finnish","pää","#noun #body_parts #medieval"
"English","patronage","Finnish","suojelu","#noun #support #medieval"
"English","pavise","Finnish","pavise (suuri kilpi)","#noun #military_history #medieval"
"English","pavisiers","Finnish","pavisiirit (pavise-kilpien kantajat/suuret kilvet)","#noun #military_history #medieval"
"English","peak","Finnish","huippu","#noun #geology #landform"
"English","peasant","Finnish","talonpoika","#noun #social_class #medieval"
"English","peasant","Finnish","maanviljelijä/talonpoika/maalainen/talollinen/talonpoikaisväestö","#noun #social_class #medieval"
"English","pebbles","Finnish","sorat","#noun #geology #landform"
"English","peccadillo","Finnish","pikku rikos","#noun #sin #small_offense"
"English","peddling","Finnish","kauppaaminen/kaupustelu","#verb #trade #commerce"
"English","peevish","Finnish","ärtyisä","#adjective #irritable"
"English","pegs","Finnish","tapit","#noun #household_items #medieval"
"English","pelt","Finnish","nahka/talja","#noun #animal_parts #medieval"
"English","pelts","Finnish","nahat/turkit/taljat","#noun #animal_parts #medieval"
"English","pendant","Finnish","kamee-riipus","#noun #jewelry #medieval"
"English","penitent","Finnish","katumusharjoituksiin osallistuva henkilö","#noun #religion #medieval"
"English","pennants","Finnish","viirit","#noun #military_history #medieval"
"English","penultimate saved of the year","Finnish","vuoden toiseksi viimeinen","#phrase #time #medieval"
"English","peppered her with questions","Finnish","kyseli häneltä tiuhaan tahtiin","#phrase #conversation #medieval"
"English","perchance","Finnish","ehkä/sattumalta/mahdollisesti","#adverb #possibility #medieval"
"English","perfunctory","Finnish","pinnallinen","#adjective #superficial #medieval"
"English","perilous","Finnish","vaarallinen","#adjective #dangerous #medieval"
"English","peruse","Finnish","tutkia huolellisesti","#verb #examine_carefully #medieval"
"English","pervaded","Finnish","läpäissyt","#verb #penetrate_through_space_or_time #medieval"
"English","pestilence","Finnish","tartuntatauti","#noun #disease #medieval"
"English","petticoat","Finnish","alushame","#noun #clothing #medieval"
"English","pettish","Finnish","kiukkuinen","#adjective #irritable #medieval"
"English","phalanx","Finnish","falangi (sotilaiden tiivis muodostelma)","#noun #military_history #medieval"
"English","philtres","Finnish","lemmenjuomat","#noun #alchemy #medieval"
"English","physiognomy","Finnish","kasvonpiirteet","#noun #history #medieval"
"English","pickets","Finnish","vartiojoukot/paalut (riippuu kontekstista)","#noun #military_history #medieval"
"English","piece of fatback","Finnish","pala fatbackia","#phrase #food #medieval"
"English","piles","Finnish","peräpukamat","#noun #clothing #medieval"
"English","pilfer","Finnish","varastaa","#verb #crime #medieval"
"English","pillion","Finnish","takamatkustajan istuin","#noun #horse #medieval"
"English","pillory","Finnish","pilori (rangaistuslaite)","#noun #punishment #medieval"
"English","pincer","Finnish","pihti","#noun #tools #medieval"
"English","pincers","Finnish","pihdit","#noun #tools #medieval"
"English","pinnacle","Finnish","huippu","#noun #architecture #medieval"
"English","pious","Finnish","hurskas","#adjective #religion #medieval"
"English","piteous","Finnish","surullinen","#adjective #emotions #medieval"
"English","placatingly","Finnish","lepyttävästi","#adverb #conversation #medieval"
"English","placetory","Finnish","suostuttelun tavanomaisesti","#adjective #conversation #medieval"
"English","placket","Finnish","plakki (vaatekappale, jossa on napit tai soljet)","#noun #clothing #medieval"
"English","plaintive","Finnish","valittava","#adjective #emotions #medieval"
"English","plaits","Finnish","palmikot","#noun #clothing #medieval"
"English","pleasantries","Finnish","kohteliaisuudet","#noun #conversation #medieval"
"English","plebeian","Finnish","tavallinen kansalainen","#adjective #social_status #medieval"
"English","plight","Finnish","tilanne","#noun #situation #medieval"
"English","plough","Finnish","aura","#noun #agriculture #medieval"
"English","ploughman","Finnish","auraaja","#noun #occupation #medieval"
"English","ploughshare","Finnish","auran terä","#noun #tools #medieval"
"English","pluck lice","Finnish","poistaa täitä","#verb #hygiene #medieval"
"English","plume","Finnish","sulka","#noun #clothing #medieval"
"English","plumed","Finnish","sulkakoristeinen","#adjective #clothing #medieval"
"English","plummenting","Finnish","romahdus","#noun #action #medieval"
"English","plump","Finnish","pullea/pyöreä","#adjective #appearance #medieval"
"English","poignancy","Finnish","terävyys","#noun #emotions #medieval"
"English","poise","Finnish","tasapaino/hieno asenne","#noun #appearance #medieval"
"English","pommel","Finnish","satulankärki","#noun #horse #medieval"
"English","pompous","Finnish","mahtipontinen","#adjective #appearance #medieval"
"English","ponder over","Finnish","miettiä/pohtia","#verb #thoughts #medieval"
"English","portent","Finnish","enne","#noun #signs #medieval"
"English","prance","Finnish","kavuta/kirmata","#verb #horse #medieval"
"English","prate","Finnish","höpöttää","#verb #conversation #medieval"
"English","pratter","Finnish","lörpöttelijä","#noun #conversation #medieval"
"English","prattle","Finnish","lällytä","#verb #conversation #medieval"
"English","precept","Finnish","ohje","#noun #instruction #medieval"
"English","precinct","Finnish","alue","#noun #geography #medieval"
"English","precipice","Finnish","jyrkänne","#noun #geography #medieval"
"English","predilection","Finnish","mieltymys","#noun #preference #medieval"
"English","preen","Finnish","kiillotella","#verb #grooming #medieval"
"English","prefect","Finnish","prefekti (virkamies)","#noun #government #medieval"
"English","presage","Finnish","ennustaa","#verb #prediction #medieval"
"English","prescient","Finnish","ennustava","#adjective #prediction #medieval"
"English","prestige","Finnish","maine/kunnioitus","#noun #reputation #medieval"
"English","prithee","Finnish","ole hyvä ja","#adverb #request #medieval"
"English","prodigious","Finnish","valtava","#adjective #size #medieval"
"English","profligate","Finnish","tuhlaileva","#adjective #wasteful #medieval"
"English","profusely","Finnish","ylenpalttisesti","#adverb #abundance #medieval"
"English","progeny","Finnish","jälkeläiset","#noun #family #medieval"
"English","prognosticator","Finnish","ennustaja","#noun #prediction #medieval"
"English","promontory","Finnish","niemi/korkea kallio","#noun #geography #medieval"
"English","propensity","Finnish","taipumus","#noun #inclination #medieval"
"English","prophet","Finnish","profeetta","#noun #religion #medieval"
"English","propitiate","Finnish","lepyttää","#verb #religion #medieval"
"English","proreuded from the hor's domed forehead","Finnish","työntyi esiin hevosen kupolimaisesta otsasta","#phrase #horse #medieval"
"English","prostrate","Finnish","maahanlyöty","#adjective #action #medieval"
"English","protruding","Finnish","ulkoneva","#adjective #appearance #medieval"
"English","protrusion","Finnish","uloke","#noun #appearance #medieval"
"English","protuberance","Finnish","pullistuma","#noun #appearance #medieval"
"English","provost","Finnish","provosti (virkamies)","#noun #government #medieval"
"English","prowess","Finnish","urheus (taidot)","#noun #skills #medieval"
"English","prudence","Finnish","varovaisuus","#noun #behavior #medieval"
"English","prudendence","Finnish","varovaisuus","#noun #behavior #medieval"
"English","prudent","Finnish","varovainen","#adjective #behavior #medieval"
"English","puck","Finnish","kiekko","#noun #sports #medieval"
"English","puerile","Finnish","lapsellinen","#adjective #childish #medieval"
"English","puffin","Finnish","lunni","#noun #bird #medieval"
"English","puffing","Finnish","up","#verb #breathing #medieval"
"English","pugnacious","Finnish","taistelunhaluinen","#adjective #fighting #medieval"
"English","pulchritude","Finnish","kauneus","#noun #beauty #medieval"
"English","pun","Finnish","sanaleikki","#noun #joke #medieval"
"English","punitive","Finnish","rangaistus","#adjective #punishment #medieval"
"English","purlieu","Finnish","alue/seudunosa","#noun #geography #medieval"
"English","pustules","Finnish","rakkulat","#noun #skin_condition #medieval"
"English","quagmire","Finnish","suomaa","#noun #geography #medieval"
"English","quail","Finnish","metso","#noun #bird #medieval"
"English","quarry (noun)","Finnish","saalis (substantiivi)","#noun #hunting #medieval"
"English","quarry (verb)","Finnish","louhia (verbi)","#verb #hunting #medieval"
"English","quart mug as if it were a gill","Finnish","juo tuoppia kuin se olisi vain pieni hörppy (gill - pieni mitta)","#phrase #food #medieval"
"English","quartered","Finnish","neljään osaan jaettu","#adjective #medieval"
"English","quench","Finnish","sammuttaa","#verb #medieval"
"English","querulous","Finnish","valittava","#adjective #medieval"
"English","quicklime","Finnish","poltettu kalkki","#noun #medieval"
"English","quiescent","Finnish","levollinen","#adjective #medieval"
"English","quintessence","Finnish","olemus/ydin","#noun #medieval"
"English","rabbiting","Finnish","jänistä (?)/kaniharrastus/kaninmetsästys/jäniksenpyynti","#noun #medieval"
"English","rabble","Finnish","roska(väki)","#noun #people #medieval"
"English","raddish","Finnish","retiisi","#noun #vegetable #medieval"
"English","raillery","Finnish","leikittely/naljailu","#noun #humor #medieval"
"English","raked by talons","Finnish","kynsillä raahattu","#verb #animal_behavior #medieval"
"English","rampart","Finnish","valli/muuri   ","#noun #fortification #medieval"
"English","rancor","Finnish","katkeruus","#noun #emotion #medieval"
"English","ransacked","Finnish","ryöstetty/tutkittu perusteellisesti","#verb #theft #medieval"
"English","rapacious","Finnish","ahne","#adjective #greedy #medieval"
"English","rapacious","Finnish","rauhoittava/ahnas/riistää/ryöstää/riistävä/saalistava","#adjective #medieval"
"English","rapier","Finnish","rapiiri (ohut, terävä miekka)","#noun #medieval"
"English","rapport","Finnish","suhde","#noun #medieval"
"English","rapscallion","Finnish","roisto","#noun #medieval"
"English","rapt","Finnish","hurmioitunut","#adjective #medieval"
"English","ravenous","Finnish","ahnas/nälkäinen","#adjective #medieval"
"English","ravenously","Finnish","ahneesti","#adverb #medieval"
"English","ravine","Finnish","rotko","#noun #medieval"
"English","raze","Finnish","tuhota","#verb #medieval"
"English","razed","Finnish","tuhottu","#verb #medieval"
"English","razorbill","Finnish","teräharakka","#noun #medieval"
"English","rebuke","Finnish","nuhtelu","#noun #medieval"
"English","rebuked","Finnish","nuhteli","#verb #medieval"
"English","receded","Finnish","vetäytyi/loittoni","#verb #medieval"
"English","reciprocity","Finnish","vastavuoroisuus","#noun #medieval"
"English","reciting","Finnish","lausumassa/lausuminen/resitointi","#verb #medieval"
"English","recluse","Finnish","erakko","#noun #medieval"
"English","reclusive","Finnish","erakko","#adjective #medieval"
"English","recompense","Finnish","korvaus","#noun #medieval"
"English","reconnaissance","Finnish","tiedustelu","#noun #medieval"
"English","reconnoitre","Finnish","tutkia/tarkastella","#verb #medieval"
"English","rectifying","Finnish","puhdistaminen/oikaisu","#verb #medieval"
"English","red orb of the setting sun","Finnish","laskevan auringon punainen pallo","#description #nature #fantasy_literature #medieval"
"English","redolent","Finnish","tuoksuva","#adjective #medieval"
"English","redpolls","Finnish","urpiaiset","#noun #medieval"
"English","redress","Finnish","hyvittää/korjata vääryys","#verb #medieval"
"English","reef","Finnish","riutta","#noun #medieval"
"English","reeve","Finnish","virkamies (reeve)","#noun #medieval"
"English","refectory","Finnish","ruokasali","#noun #medieval"
"English","refrain","Finnish","pidättäytyä","#verb #medieval"
"English","refute","Finnish","kumota/osoittaa vääräksi","#verb #medieval"
"English","regal","Finnish","kuninkaallinen","#adjective #medieval"
"English","remonstrate","Finnish","valittaa","#verb #medieval"
"English","renegade","Finnish","luopio","#noun #medieval"
"English","renege","Finnish","peruuttaa lupaus","#verb #medieval"
"English","replenishing","Finnish","täydentäminen","#verb #medieval"
"English","repose","Finnish","lepo","#noun #medieval"
"English","reprehensible","Finnish","inhottava","#adjective #medieval"
"English","reprieve","Finnish","hengähdystauko","#noun #medieval"
"English","reproach","Finnish","nuhtelu","#noun #medieval"
